OBJECTID,NOMBRE,DIRECCION,SUPERFICIE,PROPIEDAD_TERRENO,DETALLE_PROPIEDAD,ROL,USO_AREA_VERDE,DETALLE_USO_AREA_VERDE,AGNO_APERTURA,COSTO_CONSTRUCCION,FUENTE_FINANCIAMIENTO,DETALLE_FUENTE_FINANCIAMIENTO,ADMINISTRACION,DETALLE_ADMINISTRACION,COSTO_ANUAL_MANTENCION,SUMINISTRO_RIEGO,DETALLE_RIEGO,CONEXION_RED_AGUA,BAÑOS_ASISTENTES,BAÑOS_TRABAJADORES,NIVEL_CONSOLIDACION,TIPO_ACCESO_PUBLICO,COSTO_INGRESO,JUEGOS_INFANTILES,CANCHA_FUTBOL,MULTICANCHA,MAQUINAS_EJERCICIOS,ZONA_PICNIC,OTROS_EQUIPAMIENTOS,ESTACIONAMIENTOS_DISCAPACITADOS,BAÑO_DISCAPACITADOS,RUTA_ACCESIBLE,JUEGOS_ACCESIBLES,OBSERVACIONES,Capa,Programa,COM,REGION,PROVINCIA,Shape_Length,Shape_Area
54,CAMPING MONTAÑA,,9867.90101261,PRIVADO,,,No,TERRENO HABILITADO COMO CAMPING,2000,,OTRO,PRIVADOS,PRIVADO,,,,,Sí,CONSTRUIDOS,,CONSOLIDADO,PAGADO,3.5,Sí,Sí,Sí,No,Sí,,Sí,Sí,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04103,04,041,0.00416355222532364,9.24571566575319e-07
55,PLAZA DE ARMAS,"ENTRE CALLES CORDOVEZ Y PRAT, Y CALLES LOS CARRERA Y MATTA",14503.68627859,B.N.U.P, , ,Sí, ,,, , ,MUNICIPAL, ,38664864,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,,No,No,No,No,No, ,No,No,Sí,No,EXISTEN BAÑOS PÚBLICOS EN EL ORFEÓN DE LA PLAZA,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.00481744061674198,1.35422767025152e-06
56,PARQUE PEDRO DE VALDIVIA,CALLE BRASIL ESQUINA RUTA 5,105632.28925692,B.N.U.P, , ,Sí, ,,, , ,MUNICIPAL, ,22440000,MIXTO,Pozo y Medidor de Agua Potable,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,Sí,Sí,Sí,No,Sí, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.0132857190219727,9.86271368590963e-06
57,PARQUE BUENAVENTURA OSORIO,CALLE BUENAVANTURA OSORIO ENTRE LARRAÍN ALCALDE Y BENAVENTE,9711.48146799,B.N.U.P, , ,Sí, ,,, , ,MUNICIPAL, ,21318000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,Sí,Sí,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.00678135731025385,9.06876604597415e-07
58,PARQUE GABRIEL COLL,AVENIDA 18 DE SEPTIEMBRE Y JUAN CISTERNAS,775212.38324107,MUNICIPAL, , ,Sí, ,,, , ,MUNICIPAL, ,,MIXTO,Pozo y Medidor de Agua Potable,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,,Sí,Sí,No,No,Sí, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.0659208465587962,7.23910015297853e-05
59,PLAZA NOBEL GABRIELA MISTRAL, ,11079.59978324,, , , , ,,, , ,MUNICIPAL, ,31939476,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,No,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.004013109476811,1.03453628710142e-06
60,PARQUE COMPLEJO LOS LLANOS,AVENIDA LA PAZ ESQUINA CAMINO LOS LLANOS,95585.71211341,MUNICIPAL, , ,Sí, ,2014,,GORE, ,SERVIU, ,,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,Sí,Sí,Sí,Sí,Sí, ,Sí,Sí,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.0122284593657299,8.92307391011035e-06
61,PARQUE OHIGGINS,"CATHALIFAUX, ENTRE BORGOÑO Y ALCALDE",30832.04988137,MUNICIPAL,,,Sí,,1998,0,MINVU,,MUNICIPAL,,,MEDIDOR AGUA POTABLE,,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,ANFITEATRO PEQUEÑO,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04102,04,041,0.00721744271189865,2.88010987191704e-06
62,PARQUE 11 DE SEPTIEMBRE,AVDA. VIDELA  S/N,11047.3178365,B.N.U.P,,,Sí,,2005,,MINVU,,MUNICIPAL,,,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04102,04,041,0.00669173774787481,1.03206304913169e-06
63,PARQUE LAS AMERICAS,JOHN F. KENNEDY S/N,9619.90060541,B.N.U.P,,,Sí,,2001,0,,,MUNICIPAL,,,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04102,04,041,0.00516105027424677,8.98735823395119e-07
64,PARQUE MIRAFLORES,MIRAFLORES C/RUTA 5,14057.3283403,B.N.U.P,,,Sí,,2015,,MOP,,MUNICIPAL,,,CAMION ALJIBE,,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,No,No,,No,No,No,No,CONSTRUIDO COMO PARTE DEL PROYECTO PASO SOBRENIVEL JUAN ANTONIO RIOS,Catastro Nacional de Parques Urbanos,Parques Urbanos,04102,04,041,0.0083488152604114,1.31327533489961e-06
65,PLAZA ESPAÑA,,7011.09705717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.00351937056640812,6.5465731954057e-07
66,PLAZA DE ARMAS SALAMANCA,,17448.33122244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04204,04,042,0.00496957030086975,1.66125074364415e-06
67,PARQUE EX ESTACION,,7549.76939635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04204,04,042,0.00387898405992057,7.18770241317035e-07
68,NN 05,,11700.81769253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04203,04,042,0.00446915204856984,1.11498888477027e-06
69,PLAZA DE ARMAS VICUÑA,,12961.30625651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04106,04,041,0.00420472507121327,1.21238040407827e-06
70,PARQUE SANTA LUCIA,,71000.16079107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.0179384855633847,6.62966126449849e-06
71,PARQUE CENDYR,,260011.28578167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04101,04,041,0.0286666295193935,2.42827589483637e-05
72,PLAZA DE ARMAS,,15423.31390204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catastro Nacional de Parques Urbanos,Parques Urbanos,04301,04,043,0.00469548329697188,1.45028775748752e-06
73,PLAZA DE ARMAS,CARRETERA SAN MARTIN,8863.98359114,B.N.U.P, , ,Sí, ,2004,61791773,MINVU, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,Sí,No,NO,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05303,05,053,0.00378228629040023,8.53848286729785e-07
74,PLAZA DE ARMAS DE PETORCA,CALLE MANUEL MONTT - CALLE LA MATRIZ,9466.41853586,MUNICIPAL, ,132-01,No,NO HAY PLAN REGULADOR EN LA COMUNA,1754,0,MUNICIPAL, ,MUNICIPAL, ,2000000,POZO, ,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,Sí,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05404,05,054,0.00380672275561708,9.05885164139213e-07
75,PARQUE CANELO CANELILLO,AV. CANELLILLO ESQ AGUAS VERDES,288988.62644355,MUNICIPAL, , ,Sí, ,0,0, , ,MUNICIPAL, ,12000000, , , ,CONSTRUIDOS, ,CONSOLIDADO,GRATUITO,0,, , , , , , , , , ,"EL PARQUE CUENTA CON UNA DECLARATORIA DE ZONA TÍPICA, PARQUE CANELO CANELILLO, POR DECRETO 212 DEL 14 DE JUNIO DEL 2000, MODIFICADO POR EL DECRETO 104 DEL 20 DE MARZO DE 2001. “SE DECLARÓ UNA VASTA ÁREA DEL BALNEARIO DE ALGARROBO COMO ZONA TÍPICA",Catastro Nacional de Parques Urbanos,Parques Urbanos,05602,05,056,0.0609893871826062,2.79776775788106e-05
76,PLAZA DE ARMAS JULIO MONTT SALAMANCA,AVENIDA PORTALES ESQUINA AVENIDA CONSTITUCION,5878.21646707,B.N.U.P, ,No hay registro,Sí, ,1796,0,NO CUENTA CON FINANCIAMIENTO, ,OTRO,Municipal y concesión CTS,30343667,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,NO HAY REGISTRO,Sí,Sí,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05102,05,051,0.00305453476356703,5.68942264377495e-07
77,PLAZA GABRIELA MISTRAL,ENTRE CALLE CHAPITO Y CALLE CAUPOLICÁN,8194.06691187,B.N.U.P, , ,Sí, ,1985,0,NO CUENTA CON FINANCIAMIENTO, ,OTRO,Municipal y concesión CTS,24223762,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05102,05,051,0.00358512574983952,7.93057818146268e-07
78,PARQUE BRASIL,AV. URMENETA - RAMÓN DE LA CERDA,24839.93600654,B.N.U.P, , ,Sí, ,0,0, , ,MUNICIPAL, ,0,MIXTO,Pozo + Esval,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,Sí,Sí,Sí,SKATEPARK,No, ,Sí, , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05802,05,058,0.00660674672091476,2.39556506557648e-06
79,PLAZA DE ARMAS,CALLE BERNARDO O'HIGGINS CON CALLE TRES CARRERA,9087.18251801, , , ,Sí, ,0,0, , , , ,0, , , , , , ,GRATUITO,0,Sí,No,No,No,Sí, , ,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05706,05,057,0.00376254598119496,8.74507268768017e-07
80,PARQUE LAURITA VICUÑA,ENTRE CALLE LOS CEREZOS Y CALLE MAITENES,8182.82082722,MUNICIPAL, ,0,Sí, ,2016,750498703,GORE, ,MUNICIPAL, ,16754976,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,No,NO,Sí,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05606,05,056,0.0052449805319473,7.94715132496572e-07
81,PLAZA LOS PIONEROS,AVENIDA DEL LITORAL S/N,9953.03870238,MUNICIPAL, ,0,Sí, ,1989,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,16511040,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05606,05,056,0.00519508776898611,9.66533502325545e-07
82,PLAZA DE LAS FUERZAS ARMADAS,ENTRE CALLE CATALINA DE SIENA Y AVENIDA DEL GOLF,6163.7582179,MUNICIPAL, ,0,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,11196864,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05606,05,056,0.00330300213402664,5.98580999486463e-07
83,PLAZA DE LAS FLORES,CALLE LOS JAZMINES S/N,10981.86054198,MUNICIPAL, ,0,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,19289088,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No,NO,No,No,Sí,No,NO EXISTE REGISTRO DE AÑO DE APERTURA,Catastro Nacional de Parques Urbanos,Parques Urbanos,05606,05,056,0.00379890808023047,1.06653732310641e-06
84,PARQUE PUNTILLA E INTIHUATANA,GRAN AVENIDA DEL MAR INTERSECTA CON AVENIDA DEL PARQUE,8525.62052817,MUNICIPAL, ,0,Sí, ,2015,6700000,MUNICIPAL, ,MUNICIPAL, ,21646352,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No,NO,No,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05606,05,056,0.00402077346920434,8.27876371320563e-07
85,PARQUE BALNEARIO EL RETIRO,CALLE CHACABUCO 1620,46187.30193869,PRIVADO,PROPIEDAD DEL BANCO DEL ESTADO,89, , ,1950,0,OTRO, ,PRIVADO,Propiedad del Banco del Estado,0,POZO, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,0,Sí,No,Sí,No,Sí,CANCHAS DE TENIS,No,Sí,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05801,05,058,0.0105700146362714,4.45607542380952e-06
86,PARQUE URBANO AMBROSIO OHIGGINS,AVENIDA SANTA TERESA ENTRE CALLE CHACABUCO Y AVENIDA PERÚ,63415.60264624,MIXTO, ,"130-54,130-55",Sí, ,1999,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,171000000,CANAL, ,Sí,CONSTRUIDOS,CONSTRUIDOS,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,"CIRCUITO DE EJERCICIOS PARA ADULTOS MAYORES, JUEGOS DE AGUA Y SKATE PARK",No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05301,05,053,0.0186497701025786,6.10912551615344e-06
87,PARQUE MUNICIPAL DE PUTAENDO,AVENIDA ALESSANDRI S/N°,53272.64677925,MUNICIPAL, ,90-4, , ,2013,0,MIXTO,MUNICIPAL Y GORE,MUNICIPAL, ,0,MIXTO,CANAL Y MEDIDOR AGUA POTABLE,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,Sí, ,Sí,Sí,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05705,05,057,0.0100523480141215,5.11934974790374e-06
88,PARQUE ALBERTO HURTADO,SECTOR TIERRAS ROJAS - BELLOTO SUR,69813.95816018,SERVIU, ,3450,Sí, ,1990,0,MINVU, ,MUNICIPAL, ,0,CANAL, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,Sí,Sí,Sí,Sí, ,No,No,No,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05801,05,058,0.0208884825140279,6.73705508471529e-06
89,PARQUE LA PAZ,AVENIDA LA PLAYA  S/N,22101.25058517,MUNICIPAL, ,007-001,Sí, ,0,0, , ,MUNICIPAL, ,0, , , ,PORTATILES,PORTATILES,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,Sí,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05405,05,054,0.00766836597590141,2.12080125807631e-06
90,PLAZA ZAPALLAR,CALLE ARTURO PRAT CON CALLE DIAZ,5074.49672977,MUNICIPAL, , ,Sí, ,0,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0, , , ,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No, , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05405,05,054,0.00279695976779933,4.86951006161735e-07
91,PARQUE TENIENTE MERINO,AVENIDA GRANIZO CON CALLE LO NARVAEZ,5402.79303465, , , , , ,0,0, , , , ,0, , , , , , , ,0,No,No,No,No, , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05803,05,058,0.00287900694671694,5.2114249053867e-07
92,PLAZA LLOLLEO,DEL CANELO,6057.95778152,B.N.U.P, , , , ,0,0, , , , ,0, , , , , , , ,0,Sí,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05601,05,056,0.00297411022473774,5.88160133039838e-07
93,LAGUNA DE CARTAGENA,COSTANERA DEL MAR S/N°,92358.37996078,FISCAL, , ,No,ZONA E DE RESTRICCION DE PLAYA,2000,100000000,MUNICIPAL, ,MUNICIPAL, ,32000000,OTRO,Estero de Cartagena,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,No,No,No,No,No,"SOMBREADEROS, MIRADORES",Sí,No,Sí,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05603,05,056,0.0145179188615606,8.95908517446966e-06
94,PLAZA ESTRELLA,ROTONDA ESTRELLA,13400.32674813,B.N.U.P, , , , ,1997,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No, ,SKATEPARK,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05601,05,056,0.00407065674443663,1.30102566842317e-06
95,MIRADOR DE VISTA HERMOSA,AVENIDA SAN MARTIN ENTRE ANDRES BELLO Y LOS ALMENDROS,10760.50279464,B.N.U.P, , ,Sí, ,1989,40000000,MUNICIPAL, ,MUNICIPAL, ,20000000,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,No,No,No,No,No, ,No,No,Sí,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05603,05,056,0.00743178581343887,1.04400605952619e-06
96,BANDEJÓN BARROS LUCO,AV. BARROS LUCO,30248.09908909,B.N.U.P, , , , ,0,0, , , , ,0,MEDIDOR AGUA POTABLE, ,Sí, , ,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,Sí,No, ,Sí,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05601,05,056,0.0342284827766628,2.93635646437055e-06
97,PLAZA SANTUARIO SAN EXPEDITO,LOS CLAVELES/ LOS JACINTOS,7620.67691499,B.N.U.P, , , , ,0,0,GORE, ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05601,05,056,0.00391599707767359,7.39913589712599e-07
98,TALUD 21 DE MAYO,AV. RAMON BARROS LUCO - AV. VEINTIUNO DE MAYO,46967.74207245,B.N.U.P, , , , ,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,Sí,No,No,Sí,No,MIRADOR,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05601,05,056,0.0200055490742367,4.55871929277114e-06
99,PLAZA DE ARMAS SAN ESTEBAN,AVENIDA 26 DE DICIEMBRE,12420.52924278,OTRO,COMODATO,1-1,Sí, ,1861,0,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y REGADIO,Sí,CONSTRUIDOS,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No,Sí, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05304,05,053,0.0043919918402038,1.19603251102441e-06
100,PARQUE LA ERMITA,SANTA TERESA N°260,17025.62502131,MUNICIPAL, ,51-135,Sí, ,,,NO CUENTA CON FINANCIAMIENTO, ,MUNICIPAL, ,0,MIXTO,AGUA POTABLE Y CANAL,Sí,NO HAY,NO HAY,REGULAR CONSOLIDACION,GRATUITO,0,No,No,No,No,No, ,No,No,No,No, ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05304,05,053,0.00664380573509141,1.6394547950393e-06
101,PARQUE CIVICO BELÉN,CALLE BUENOS AIRES SIN NÚMERO,6767.76899276,MUNICIPAL, ,61-3,Sí,SOLO UNA PARTE DEL PARQUE ESTA CATALOGADO COMO AV,0,0, , ,MUNICIPAL, ,0,MEDIDOR AGUA POTABLE, ,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,Sí, , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05804,05,058,0.00472384172554527,6.53024883813589e-07
102,PLAZA LAS AMERICAS,CALLE VICTORIA SIN NUMERO,6081.2144026,MUNICIPAL, ,SIN ROL,Sí, ,0,0,MIXTO, ,MUNICIPAL, ,0, , ,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,0,Sí,No,No,Sí,No, ,No,No,No, , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05804,05,058,0.00310523374216669,5.86806214413353e-07
103,PLAZA CAMILO MORI,CALLE TRONCAL CENTRAL - CALLE DEL CONDOR,6253.08622835, , , , , ,0,0, , , , ,0, , , , , , , ,0,, , , , , , , , , , ,Catastro Nacional de Parques Urbanos,Parques Urbanos,05804,05,058,0.00462281367450058,6.03406524951209e-07
104,PARQUE LAS MARAVILLAS,LAS MARAVILLAS / LOS PENSAMIENTOS,7585.4744131,MUNICIPAL,,4692-115,No,EE-1,2000,,MUNICIPAL,,MUNICIPAL,,27307707,CAMION ALJIBE,,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00341902555137562,7.3147892177941e-07
105,PLAZA O'HIGGINS,AV. LIBERTAD / 14 NORTE,10159.01673919,MUNICIPAL,,214-1,Sí,,1980,,MUNICIPAL,,MUNICIPAL,,36572460,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00393022511776411,9.79706845927635e-07
106,PLAZA JOSÉ FRANCISCO VERGARA,ARLEGUI / PLAZA FRANCISCO VERGARA,11911.04750448,B.N.U.P,,,Sí,,1900,,NO CUENTA CON FINANCIAMIENTO,,MUNICIPAL,,42879771,MEDIDOR AGUA POTABLE,,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,No,No,No,No,No,,No,No,Sí,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00399240781454266,1.14885393839495e-06
107,PARQUE SAN MARTÍN,AV. SAN MARÍN / 14 NORTE,24921.57743229,MUNICIPAL,,,Sí,,1960,,MUNICIPAL,,MUNICIPAL,,89717671,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,Sí,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00962470333130947,2.40337759150802e-06
108,PLAZA LA FORESTA,LAS TAGUAS / LOS TORDOS,5010.16047392,B.N.U.P,,,No,V1,2008,,MUNICIPAL,,MUNICIPAL,,18036577,CAMION ALJIBE,,No,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,No,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00331590486819319,4.82916008647547e-07
109,PLAZA ESPAÑA,SALVADOR VERGARA / AV. JOSÉ MANUEL BALMACEDA,6707.59375503,MUNICIPAL,,3030-1,Sí,,,,MUNICIPAL,,MUNICIPAL,,24147337,MEDIDOR AGUA POTABLE,,Sí,NO HAY,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00438673354194179,6.46595165123169e-07
110,PLAZA RECREO,5 DE ABRIL /  MANUEL RODRÍGUEZ,8802.2293523,B.N.U.P,,,Sí,,1940,,MUNICIPAL,,MUNICIPAL,,31688025,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00369981524052068,8.49036454222875e-07
111,JARDIN BOTANICO,CAMINO EL OLIVAR 305,282230.37042445,FISCAL,,5021-1,Sí,,1931,,OTRO,,PRIVADO,Fundación Jardín Botánico Nacional,,,,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,PAGADO,2000,,No,No,No,Sí,CANOPY/ CASA EVENTOS/ VIVERO,Sí,Sí,Sí,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.041093681688272,2.72292730772442e-05
112,PARQUE URBANO FORESTAL,AV. VIÑA DEL MAR / AV. EL SOL,8379.60843379,MUNICIPAL,,1407-1,Sí,,,,MUNICIPAL,,MUNICIPAL,,30166589,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.00384997538652502,8.08354491649517e-07
113,PLAZA GABRIELA MISTRAL,19 NORTE / 20 NORTE / CINCO,5836.44770767,MUNICIPAL,,286-1,Sí,,1940,,MUNICIPAL,,MUNICIPAL,,21011211,MEDIDOR AGUA POTABLE,,Sí,NO HAY,NO HAY,CONSOLIDADO,GRATUITO,,Sí,No,No,Sí,No,,No,No,No,No,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05109,05,051,0.0029773040825179,5.62835919693709e-07
114,PARQUE HANGA PIKO,HANGA PIKO,21717.45868839,FISCAL,,,Sí,,0,0,,,MUNICIPAL,,18000000,CAMION ALJIBE,,Sí,CONSTRUIDOS,CONSTRUIDOS,CONSOLIDADO,GRATUITO,,Sí,No,Sí,Sí,Sí,,Sí,No,Sí,Sí,,Catastro Nacional de Parques Urbanos,Parques Urbanos,05201,05,052,0.0043843942420942,1.31477005921474e-06
